actual_points,fumbles,fumbles_proj,name,point_diff,position,position_rank,pro_team,projected_points,rec_2pt_conversion,rec_2pt_conversion_proj,rec_avg_yards,rec_avg_yards_proj,rec_tds,rec_tds_proj,rec_yards,rec_yards_proj,receptions,receptions_proj,targets,targets_proj,week,weekly_outlook
27.0,,,Patrick Mahomes,7.77,QB,5,KC,19.23,,,,,,,,,,,,,1,"If you took a shot on Mahomes late in your 2018 fantasy draft, congratulations, you probably won your league. Mahomes exploded onto the fantasy scene with 12 top-10 fantasy weeks en route to finishing as the top-scoring QB by 62 points over second-place Matt Ryan. Mahomes paced the league in passing touchdowns (50) and was second in passing yards (5,097), while adding 272 yards and two scores rushing. Entering his third season, Mahomes looks like the next great NFL quarterback -- and should be the top QB off the board in all drafts -- but history suggests we should expect a substantial statistical dip. Daunte Culpepper was the last to repeat as the No. 1 fantasy quarterback, and that was way back in 2003-04."
23.0,,,Alvin Kamara,2.84,RB,11,NO,20.16,,,,,,,,,,,,,1,"Following as efficient a season as you'll find for any running back (let alone a rookie) in 2017, Kamara's 2018 went about as expected: He regressed to the mean, but still played at a high level and was a terrific fantasy asset. The former third-round pick finished top-eight among backs in snaps (628), touches (275), scrimmage yards (1592), offensive touchdowns (18) and fantasy points (354). Kamara has yet to clear 200 carries in a season, but he has caught 81 passes in both of his NFL seasons and saw a significant uptick in work near the goal line last season (his 14.5 OTD ranked second in the league). Kamara's role won't change much with Latavius Murray added to replace Mark Ingram II. The 23-year-old back remains a solid RB1 option."
10.0,,,Zach Ertz,-2.9800000000000004,TE,6,PHI,12.98,,,,,,,,,,,,,1,"Ertz set the all-time tight end record with 116 receptions last season and was fantasy's No. 2 scorer at the position. Incredibly, Ertz has improved his fantasy point total each of his seasons in the NFL and has now posted four consecutive top-nine finishes. He paced all tight ends in snaps (949), routes (550) and targets (156), while ranking top-four in receiving yards (1,163), touchdowns (eight) and end-zone targets (nine) last season. After struggling in the area during his first four seasons, Ertz has scored exactly eight touchdowns in back-to-back seasons. The 28-year-old is an elite, high-floor fantasy option who could defer some targets to DeSean Jackson and Dallas Goedert and still post a top-three fantasy season. He'll cost you a third-round pick this season."
3.0,0.0,0.021573988,Tyreek Hill,-12.78,WR,70,KC,15.78,0.0,0.015004306,8.0,14.67483447,0.0,0.480309681,16.0,76.17915708,2.0,5.191142511,2.0,8.143873061,1,"Hill has seen his production increase during each of his NFL seasons. Fantasy's No. 19 scoring receiver as a rookie in 2016, Hill climbed to eighth in 2017 and to first in 2018. Though Hill's usage has progressively increased, he has made his hay with outstanding efficiency. He paced all wide receivers with an 11.5 YPT in 2017 and finished fifth at 10.9 last season. He also has ranked top 12 in YPR and RAC both seasons, while actually reaching a career high 14.7 aDOT last season (eighth highest). The versatile Hill has ranked second among wideouts in carries during each of his three seasons and has added four rushing and five return touchdowns along the way. Hill is a mid-range WR1 with upside to again pace the position in fantasy points."
26.0,0.0,0.041003538,Keenan Allen,10.54,WR,7,LAC,15.46,0.0,0.020090341,15.375,12.47170754,1.0,0.433644369,123.0,73.07640598,8.0,5.859374568,10.0,8.57394581,1,"After missing 26 games (including at least one each season) during his first four NFL seasons, Allen has appeared in all 32 of the Chargers games during the past two regular seasons. In fact, he has been on the field for 91 percent of the team's pass plays and has handled a hefty 28 percent target share. Allen has finished no lower than 13th at the position in targets, receptions, receiving yards and fantasy points during each of the past two seasons. If there's a concern area, it's touchdowns, as Allen hasn't scored more than six in a season since his rookie campaign in 2013. Allen's 5.4 OTD last season suggests he was fortunate to even reach six scores. Allen is in his prime at age 27 and one of the game's most effective receivers. Philip Rivers' top target is a safe back-end WR1."
23.0,,,Le'Veon Bell,8.54,RB,16,NYJ,14.46,,,,,,,,,,,,,1,"Bell has signed on with the Jets after infamously sitting out the entire 2018 season due to a contract dispute. A longtime NFL workhorse, Bell ranked first among running backs in snaps (3,449), fourth in carries (1,229), third in rushing yards (5,336), fourth in rushing touchdowns (35), first in targets (390) and first in receiving yards (312) from 2013-17 despite missing 18 of 80 possible games. Bell, who has appeared in all 16 regular-season games once in his career, saw his efficiency take a dip in 2017, but pacing the position in rushes and receptions was enough to help him post his third top-three-overall fantasy season in four years. Jets coach Adam Gase's tendency to pass near the goal line (NFL-low 23 carries inside the 5 during his three seasons in Miami) could cost Bell some touchdowns, but the former Steeler won't have trouble generating big volume in an improving offense. He's a solid RB1."
10.0,,,Leonard Fournette,-6.219999999999999,RB,7,JAX,16.22,,,,,,,,,,,,,1,"Fournette hasn't quite lived up to lofty expectations since being selected fourth overall in the 2017 draft. The 24-year-old back has already missed 11 games and has seen his yards per carry fall from 3.9 in 2017 to 3.3 (fifth-worst) in 2018. Though, in his defense, Fournette has dealt with a large number of stacked boxes and horrific quarterback play. On the plus side, an extensive workload near the goal line (19 carries inside the 5 in 21 games) and good receiving efficiency (82 percent catch rate, 8.4 YPR) have helped him to two straight seasons finishing top-12 in fantasy points per game. Fournette's Trent Richardson-like efficiency woes are a concern, but the addition QB Nick Foles and massive volume he receives keep him in the RB1 discussion and offer hope for a breakout season."
7.0,0.0,0.024791733,Davante Adams,-9.440000000000001,WR,51,GB,16.44,0.0,0.023333275,9.0,11.58724653,0.0,0.492620653,36.0,75.09887503,4.0,6.481166585,8.0,9.763818677,1,"Adams took his game to another level in 2018. In fact, before missing Week 17 because of an injury, Adams was the No. 1 scoring fantasy wide receiver. Incredibly, Adams ranked in the top 18 among wide receivers in all but one week last season (27th in Week 4) aside from the one week he missed. In addition to catching 13 touchdowns (second most), Adams ranked fourth at the position in routes (618), fourth in targets (164), fifth in receptions (111) and sixth in receiving yards (1,386). Adams has hauled in 35 touchdowns over the past three seasons, which trails only Antonio Brown for most in the league. Adams has done this damage despite missing at least one game three of the past four seasons. The 26-year-old soaked up a massive 30 percent target share last season and has little competition for targets again in 2019. He's a fine choice in the middle of the first round."
30.0,,,Deshaun Watson,9.670000000000002,QB,2,HOU,20.33,,,,,,,,,,,,,1,"Watson picked up where he left off during an injury-shortened rookie season with a terrific sophomore campaign. The Clemson product was fantasy's No. 4 QB and his 10 top-10 fantasy weeks ranked third. Despite dealing with overwhelming pressure due to a weak offensive line (league-high 62 sacks), Watson ranked top 12 in passing yards (4,165) and touchdowns (26). He added 551 yards and five scores on 99 carries, all of which ranked third at the position. Watson is only 23 years old, adds value with his arm and legs, and will have a better and healthier supporting cast in 2019. He's a strong QB1."
11.0,,,Nick Chubb,-5.960000000000001,RB,6,CLE,16.96,,,,,,,,,,,,,1,"Chubb opened his NFL career buried behind both Carlos Hyde and Duke Johnson, but it didn't take long for the 2018 second-round pick to force his way into a massive role. Once he took over as the lead back in Week 7, Chubb handled 80 percent of the Browns' designed runs and 10 percent of the targets, and only seven backs scored more fantasy points. For the entire season, Chubb averaged 5.2 YPC (10th-highest at the position), including 2.41 after contact (seventh-best), and he averaged 0.53 fantasy points per snap, which was fourth-highest among backs. Chubb will open 2019 as Cleveland's clear feature back, though a limited role as a receiver and the return of Kareem Hunt around midseason limit his upside a bit. Chubb is best viewed as a strong RB2 in Cleveland's improved offense."
13.0,,,George Kittle,-1.5099999999999998,TE,7,SF,14.51,,,,,,,,,,,,,1,"After showing flashes of his massive ceiling as a fifth-round rookie in 2017, Kittle exploded for a tight-end record 1,377 receiving yards last season. The Iowa product also ranked first at the position RAC (9.7) and was third in targets (136), receptions (88), fantasy points (259) and YPR (15.6). The only area where Kittle was truly underwhelming was in the scoring department, as he managed only five touchdowns (5.8 OTD) and seven end-zone targets. The future is bright for the 25-year-old Kittle, who will sustain a massive target share in the 49ers' improving offense. Scoop him up in the third round of your draft."
14.0,0.0,0.025657851,Odell Beckham Jr.,-1.7300000000000004,WR,28,CLE,15.73,0.0,0.03360851,10.143,13.66580475,0.0,0.543648915,71.0,74.08272433,7.0,5.421029035,11.0,8.632415848,1,"Following a tumultuous but highly productive five seasons in New York, Beckham was traded to the Browns during the offseason. After finishing each of his first three NFL seasons with 1,300-plus receiving yards, 10-plus touchdowns and as a top-7 fantasy receiver, Beckham has managed a total of 1,354 yards and nine touchdown receptions while missing 16 of 32 games because of injury during the past two seasons. Though his play came back to earth a bit in 2018, Beckham ranked top 8 at the position in fantasy points per game for the fourth time in five seasons. Baker Mayfield's new No. 1 target is a strong bet to blow by 1,000 receiving yards for the fifth time in six seasons. The 26-year-old is a midpack WR1 with elite upside."
10.0,,,James Conner,-3.92,RB,13,PIT,13.92,,,,,,,,,,,,,1,"Second-year Conner was abruptly thrown into the fire last season with Le'Veon Bell sitting out the season. Conner picked up where his predecessor left off, handling 81 percent of the team's carries and 13 percent of the targets prior to suffering an injury in Week 13. During those 13 weeks, Conner put up 1,368 scrimmage yards and 13 touchdowns, which helped him to the fifth-most fantasy points among running backs. Conner's efficiency was solid and, unlike Bell, he benefited from getting many carries inside the opponent's 5-yard line (15, third-most). With Bell now in New York, the 24-year-old Conner returns as the Steelers' clear feature back. He's a back-end RB1."
22.0,0.0,0.05344655,Amari Cooper,7.83,WR,4,DAL,14.17,0.0,0.023628929,17.667,13.79983235,1.0,0.54181099,106.0,68.21464484,6.0,4.943150259,9.0,7.387559497,1,"Cooper kicked off his career with a pair of 1,000-yard and top 25 fantasy seasons in Oakland, but it took a trade to Dallas last season for him to really take off. Cooper, who handled 21 percent target share in Oakland, had a career-high 25 percent share in 11 games with Dallas. In fact, he never fell below a 16 percent share in a single game and was fantasy's No. 9 wide receiver from Week 9 on. Cooper's boost in volume coincided with improved efficiency (he caught a career-high 71 percent of his targets and averaged a career-best 9.5 YPT), which is enough to make the 25-year-old a strong WR2 with top-10 upside."
13.0,0.0,0.037931865,Adam Thielen,-1.1899999999999995,WR,12,MIN,14.19,0.0,0.020938844,14.333,12.39880734,1.0,0.434116738,43.0,69.09722955,3.0,5.572893237,3.0,7.954313062,1,"Thielen did it again. For the fourth consecutive season, he posted a career high in receptions (113), receiving yards (1,373) and fantasy points (307). Thielen also scored a career-high nine touchdowns, which nearly matched his previous career total of 10. Thielen posted eight top 10 fantasy weeks, which tied for most in the league, though he ended up seventh in fantasy points at season's end after Minnesota switched offensive coordinators and to a run-heavy offense down the stretch. Thielen has never cleared 10 end zone targets in a season, and Mike Zimmer's commitment to establishing the run could limit his upside a bit, but the 28-year-old has proven to be one of the best in the business. He's a strong WR1."
11.0,0.0,0.025352698,Cooper Kupp,-0.6600000000000001,WR,3,LAR,11.66,0.0,0.017885987,6.571,13.34075905,0.0,0.381914418,46.0,57.89275541,7.0,4.33953984,10.0,6.321321049,1,"Kupp has been a solid fantasy asset since being selected in the third round of the 2017 draft, but a pair of injuries derailed what would've been a major breakout in 2018. During the seven full games he played with Brandin Cooks and Robert Woods last season, Kupp handled a solid 22 percent target share (7.3 per game) and ranked eighth in fantasy points. Kupp scored six touchdowns during those seven games (though his 2.7 OTD suggests he was over his head in that department). He also ranked third among receivers with a 77 percent catch rate, fourth with a 10.9 YPT, and second with a 7.6 RAC last season. The 26-year-old has the look of a solid WR2 play."
15.0,0.0,0.035433357,Julian Edelman,-0.7100000000000009,WR,10,NE,15.71,0.0,0.009911981,13.833,12.10246959,0.0,0.437990384,83.0,72.56823143,6.0,5.996150694,11.0,8.702641238,1,"Edelman was suspended for the first four games of the 2018 season but still managed a 74/850/6 line during 12 regular-season games. Tom Brady's top target was limited to one top 10 fantasy week but finished only one of 12 outings worse than 30th, making him the second-safest bet for a top-30 week behind only Davante Adams. Edelman is averaging a massive 9.4 targets per game over the past five seasons and reached eight targets in nine of 12 games in 2018. Durability is the notable drawback as he has missed 45 of 160 possible regular-season games (28 percent) since joining the team in 2009. Edelman is now 33, but following Rob Gronkowski's retirement, he's ticketed for a gigantic offensive role. Consider him a strong WR2 option."
13.0,0.0,0.033987651,JuJu Smith-Schuster,-4.420000000000002,WR,40,PIT,17.42,0.0,0.022247459,13.0,12.43987304,0.0,0.417525826,78.0,86.23901465,6.0,6.932467429,8.0,10.23519464,1,"Smith-Schuster is the new main man in Pittsburgh after the Steelers shipped Antonio Brown to Oakland. Smith-Schuster should be able to handle it considering he's fresh off arguably the best second season for a second-year wide receiver in league history. Smith-Schuster paced all wide receivers in pass routes (662) and finished no lower than seventh in targets (167), receptions (111) and receiving yards (1,383). Smith-Schuster has scored seven touchdowns during each of his two NFL seasons, though his 8.3 OTD and 13 end zone targets in 2018 suggest he was a bit unlucky in that department. Smith-Schuster's targets might not rise significantly in 2019, but that's only because he was already a huge part of the offense. Incredibly still only 22, Smith-Schuster's best days still could be ahead of him. He's a solid WR1 with upside to lead the position in fantasy points."
14.0,,,Greg Zuerlein,5.15,K,2,LAR,8.85,,,,,,,,,,,,,1,"After pacing all kickers in fantasy points in 2017, Zuerlein missed five games in 2018, but still managed an 11th-place finish. Zuerlein was the top-scoring kicker when active and his nine top-10 weeks were two more than the next-closest kicker during those weeks. Incredibly, Zuerlein has produced 10-plus fantasy points in 18 of 27 games during Sean McVay's two seasons as head coach. The primary reason for the success has been volume. The Rams attempted 2.65 field goals per game (second most) in 2017 and 2.68 per game (most) in 2018, which are two of the five highest totals the NFL has seen during the past decade. Zuerlein has made 91.5 percent of his field goals over the past two seasons (fourth best). He is the clear No. 1 fantasy kicker option in 2019."
7.0,,,Patriots D/ST,1.9400000000000004,DST,1,NE,5.06,,,,,,,,,,,,,1,"All eyes are usually on the New England offense, but the Patriots' defense has been good for a long time. In fact, their D/ST has posted seven top-10 fantasy campaigns the past nine seasons. New England struggled to only 30 sacks last season (third-fewest) but made up for it with 28 forced turnovers (fifth) and four touchdowns (tied for seventh). The Patriots ranked seventh in points allowed (325) and have ranked top-10 in the category 12 of the past 13 seasons. Fantasy's reigning No. 6 D/ST lost Trey Flowers, Malcom Brown and star returner Cordarrelle Patterson but added Michael Bennett to a core that includes Stephon Gilmore, Devin McCourty and Lawrence Guy. This is an average group on paper, but it is led by a coach who always maximizes his talent. As usual, the Patriots' D/ST is a back-end starting option."
4.0,,,Aaron Jones,-7.26,RB,4,GB,11.26,,,,,,,,,,,,,1,"For the second consecutive season, Jones was one of the league's more efficient running backs in 2018, but a limited role and missed games precluded the 2017 fifth-round pick from consistent fantasy production. Jones has missed four games in each of the past two seasons but has averaged a healthy 5.5 YPC during both campaigns. Despite playing only 51 percent of the snaps, Jones posted a trio of top-10 fantasy weeks and ranked 13th at the position in fantasy points during the 11 weeks in which he wasn't out or injured last season. With a new coaching staff in place, Jones is the favorite to lead a committee with Jamaal Williams this season. Jones will be positioned for around 200 carries and a modest receiving role, which should allow for solid RB2 numbers."
32.0,,,Lamar Jackson,14.04,QB,1,BAL,17.96,,,,,,,,,,,,,1,"Jackson took ""dual threat"" quarterback to a new level during his rookie season, setting an NFL single-season quarterback record with 147 carries despite starting only seven regular-season games. Jackson averaged a massive 17.0 carries per game and ranked seventh in the entire NFL with 556 rushing yards during his seven starts. Jackson did, however, struggle as a passer. He completed 58 percent of his passes (fourth worst) and was off target on 22 percent of his throws (second worst). The Baltimore offense averaged 1.9 touchdowns per game during Jackson's starts, which would have ranked seventh worst over the full season. Jackson's legs provide him with QB1 upside, but a lack of passing volume and efficiency, coupled with inherent durability concerns makes him more of a QB2 target."
4.0,0.0,0.036610348,Mike Evans,-11.79,WR,15,TB,15.79,0.0,0.020420539,14.0,16.17152193,0.0,0.460390322,28.0,81.80246961,2.0,5.0584274,5.0,8.55868304,1,"Evans has finished no lower than 11th in targets, no lower than 12th in receiving yardage and no lower than eighth in OTD among wide receivers during each of the past four seasons. Despite that consistency, his fantasy output has been inconsistent due to fluctuating touchdown output. After catching 12 touchdowns as a rookie, his totals have been 3, 12, 5 and 8, respectively. Evans was fantasy's No. 9 wideout last season despite a career-low 23 percent target share. Impressively, he caught a career-high 62 percent of his targets despite a career-high 15.7 aDOT. Evans ranked third among receivers in both YPR (17.7) and YPT (11.0) and sits second in the NFL with 88 end zone targets since entering the league. The 6-foot-5 25-year-old is a fringe WR1."
23.0,,,Chris Carson,8.77,RB,9,SEA,14.23,,,,,,,,,,,,,1,"The Seahawks drafted a running back (Rashaad Penny) in the first round of the 2018 draft, but that didn't stop second-year Carson from taking a firm grasp of lead back duties last season. Carson posted 247 carries (seventh-most) for 1,151 yards (fifth-most) and nine scores (seventh-most) in 14 games as the lead back in Seattle's run-heavy offense. Carson averaged 2.29 yards after contact (11th-best) and, though he played a minimal role as a receiver, caught all but three of his 23 targets. Seattle's run-heavy scheme will be back in 2019, and Carson's terrific second season gives him the leg up on Penny for the bulk of the backfield touches. Carson is expected to see a boost in receiving work, as well, so he'll touch the ball more than enough to allow RB2 numbers."
28.0,,,Derrick Henry,14.77,RB,12,TEN,13.23,,,,,,,,,,,,,1,"It isn't often that a player has nearly as many rushing touchdowns as he has receptions, but that was the case for Henry last season. The oversized back rushed for 12 scores (third-most) thanks to 13 carries inside the 5 (fourth-most). Despite playing a situational role most of the season, Henry's 238-yard, four-touchdown effort in Week 14 vaulted him into a larger role down the stretch. He was the top-scoring fantasy back by 17 points from that point on. Henry has been very efficient as a rusher (top-three in YAC each of the past two seasons) but has yet to clear 15 receptions in a season. He's expected to take on the largest role of his career in 2019, but that doesn't figure to mean much of an uptick in targets. That limits him to RB2 territory, but upgrade him in non-PPR."
28.0,,,Evan Engram,16.45,TE,5,NYG,11.55,,,,,,,,,,,,,1,"A first-round pick back in 2017, Engram has missed six games due to injury but has produced at a high level when he's been healthy. In fact, he's ranked fourth and seventh, respectively, in fantasy points per game during his two seasons. Engram enters his third season positioned for an even larger role after New York traded Odell Beckham to Cleveland. Engram exploded during the four games Beckham missed last season, posting weekly fantasy finishes of 12th, first, fourth and third to finish off the 2018 season. Engram posted a top-10 fantasy week during 45 percent of his 2018 outings, which was sixth-best at the position. He ranked seventh with a 9.2 YPR and third with an 8.6 RAC. Engram is locked into a huge role in his third season and is a midrange TE1."
10.0,,,Bears D/ST,2.55,DST,5,CHI,7.45,,,,,,,,,,,,,1,"The Bears entered the 2018 season with arguably the league's best defense on paper, and boy, did they deliver. Fantasy's top-scoring D/ST (55 points more than second place) paced the NFL in interceptions (27), D/ST touchdowns (six), passes defensed (92) and points allowed (283). They ranked third in sacks with 50. Chicago lost Adrian Amos and Bryce Callahan in free agency but remains stocked with star talent on every level, led by the likes of Akiem Hicks, Khalil Mack, Kyle Fuller, Danny Trevathan and Eddie Jackson. The addition of star returner Cordarrelle Patterson (league-high four kick return touchdowns since 2014) adds to the appeal. This elite unit should be the first off the board in 2019 fantasy drafts."
3.0,,,Joe Mixon,-11.72,RB,33,CIN,14.72,,,,,,,,,,,,,1,"Mixon appeared in 14 games last season and handled a generous 16.9 carries and 3.9 targets per game. His rushing efficiency took a giant step forward from that of his rookie season, as the 2017 second-round pick boosted his yards per carry from 3.5 to 4.9 and his YAC from 1.7 to 1.9. Mixon quietly ended up fourth at the position in rushing yards (1,168), sixth in both touches (280) and scrimmage yards (1,464), and 10th in fantasy points (243). The Bengals' offensive line remains a problem area, but 22-year-old Mixon is a workhorse back positioned well for another step forward in his third season. Consider him a fringe RB1."
22.0,,,Mark Ingram II,8.4,RB,9,BAL,13.6,,,,,,,,,,,,,1,"Ingram joins the Ravens after an eight-year stint in New Orleans. Following a slow start to his career, Ingram has averaged 4.73 YPC, including 2.10 after contact, the past six seasons. Those marks rank first and second, respectively, among 31 backs with 650 carries in that span. Ingram ranks second in the league in rushing touchdowns (39), second in rushing OTD (37.5) and tied for first in carries inside the opponent's 5-yard line (61) the past five seasons. The 29-year-old Ingram is a strong bet to pace the extremely run-heavy Ravens' backfield in carries and possibly targets. Ingram has a real shot to eclipse his previous career-high carry total of 230 (2017). He's a flex option who can be upgraded slightly in non-PPR."
28.0,0.0,0.024061949,T.Y. Hilton,16.060000000000002,WR,21,IND,11.94,0.0,0.012066042,10.875,15.53986228,2.0,0.259236359,87.0,68.43023289,8.0,4.403528916,9.0,7.396606185,1,"Despite missing two games last season, Hilton finished as fantasy's No. 14 scoring wide receiver. Hilton has now finished all seven of his NFL seasons as a top 27 fantasy receiver. Hilton, who has missed only four games in his NFL career, averaged 16.7 YPR last season and has ranked above the 80th percentile in the category each of the past five seasons. He has ranked above the 85th percentile in YPR four of the past five seasons. Hilton's main concern area is touchdowns, as he has never managed more than seven scores in a single season and hasn't caught more than six since 2014. Hilton has ranked outside the top 30 wide receivers in end zone targets during each of the past two seasons. Hilton's value takes a hit following Andrew Luck's retirement, especially considering he was held to four touchdowns and a 55 percent catch rate (both career lows) with Jacoby Brissett under center in 2017. Consider Hilton a fringe WR2."
